employee_id,employee_name,designation,salary,retirement,other_benefits,total_benefits,total_compensation
56035,Brad Powell,Manager II,124262.02,23805.6,17906.89,54630.73,178892.75
7396,Lindsay Smith,Manager II,124262,23805.6,10421.33,47145.18,171407.18
46599,Robert Reynolds,Manager III,134061.03,25682.56,18072.83,56673.63,190734.66
11350,Erica Collins,Dep Dir III,148720.33,27779.96,15600.33,53427.81,202148.14
12895,Mrs. Brittney Hall,Dep Dir III,116920.06,21574.41,14548.51,45213.54,162133.6
19542,Matthew Ruiz,Dep Dir III,183180.81,35093.01,10110.02,58121.27,241302.08
37258,Natasha Brown,Dep Dir III,12402,2582.1,213.01,3752.02,16154.02
11350,Andrew Long,Dept Head III,43881.46,9136.12,2179.95,14186.78,58068.24
4170,John Mckenzie,Payroll Clerk,56038.7,11021.64,4544.19,28484.07,84522.77
11466,Jacqueline Reed,Clerk,964.2,0,74.65,361.72,1325.92
24554,David James,Clerk,9561.65,0,754.26,3601.06,13343.5
39734,Renee Tran,Clerk,45886.1,10411.88,3712.12,26563.79,72449.89
55778,Jeremy Buckley,Clerk,18992.73,0,1484.42,7139.15,26312.67
56798,Billy Taylor,Clerk,7231.5,0,564.53,2717.57,10009.33
8990,Kyle Robinson,Clerk,8416.67,0,665.61,3171.51,11768.97
11417,Kevin Roy,Senior Clerk,9329.6,1932.17,654.13,5265.64,14595.24
1324,Bryan Stanley,Senior Clerk,49075.23,11106.24,4031.72,28056.2,77802.35
13626,Amy Bernard,Senior Clerk,36131.42,8338.71,2938.39,21653.56,57784.98
16196,Amber Ware,Senior Clerk,3034.5,552.58,266.67,1536.93,4571.43
16766,Anthony Dominguez,Senior Clerk,11531.1,2099.82,961.28,5788.29,17319.39
19333,Joseph Ruiz,Senior Clerk,54621,11684.59,4578.25,29181.08,84842.08
20934,Troy Mitchell,Senior Clerk,50630.6,11472.94,4105.52,28496.7,79127.3
21755,Antonio Butler,Senior Clerk,5505.02,1366.35,425.65,3227.36,8732.38
22734,Julia Santos,Senior Clerk,21550.2,4463.05,1689.44,11893.93,33444.13
23237,David Carter,Senior Clerk,36126.2,8337.63,2928.17,21640.76,57766.96
25342,Diane Carson,Senior Clerk,17343,4304.52,1367.13,9977.73,27320.73
27346,William Cohen,Senior Clerk,36485.4,8412.03,2965.8,21855.96,58341.36
3382,Amanda Sutton,Senior Clerk,14702.46,3649.15,1185.69,9057.2,23759.66
39247,Tara Morales,Senior Clerk,36485.42,8412.03,2896.13,21786.29,58271.71
40898,Heather Lamb,Senior Clerk,49075.22,11106.24,3979.78,28004.26,77079.48
41831,Patricia Arroyo,Senior Clerk,34986.01,8101.5,2828.73,20977.75,56104.33
43159,Douglas Stafford,Senior Clerk,5781,1434.84,477.53,3347.73,9128.73
45240,Kathy Mclean,Senior Clerk,9175,2231.7,835.25,5459.21,15889.81
45861,Kimberly Jensen,Senior Clerk,36485.44,8412.03,2776.68,21666.84,58152.28
46404,Chase Chapman,Senior Clerk,42205,9683.43,3346.38,24034.24,66239.24
50526,Jeffery Lyons,Senior Clerk,41917.61,8419.64,3492.07,21825.51,63743.12
52829,Lisa Ware,Senior Clerk,20627.81,4272.01,1637.98,11172.98,31800.79
53370,Anthony Osborne,Senior Clerk,15254.33,3786.12,1227.99,9394.95,24649.28
55153,Derek Cunningham,Senior Clerk,50081.13,11361.78,4064.53,28105.32,78186.45
7058,Jaime Stewart,Senior Clerk,6257.91,1296.02,514.1,3607.31,9865.22
8092,Dan Murphy,Senior Clerk,19270,4782.8,1634.99,11202.33,31520.14
10189,Katherine Bishop,Principal Clerk,64983.91,12886.11,5942.71,30790.16,96924.72
11364,Yvonne Tate,Principal Clerk,62636.69,12343.13,5215.23,28774.21,91410.9
12457,Michael Jackson,Principal Clerk,55341.45,10593.86,4833.57,25336.98,85888.83
13157,Alexander Gonzales,Principal Clerk,72479,14435.86,6404.81,33758.93,116491.71
16244,Tammy Singh,Principal Clerk,55885.69,10821.74,4638.58,26410.27,82295.96
21375,Blake Zimmerman,Principal Clerk,72144,14303.5,6017.5,33239.24,106031.24
22734,Helen Smith,Principal Clerk,32985,6998.9,2757.3,16933.01,52154.86
24100,Patrick Hale,Principal Clerk,64631.34,12574.46,5375.84,29523.32,94279.91
25609,John Nelson,Principal Clerk,10688,2278.68,866.45,5058.94,15746.94
27297,Steven Cervantes,Principal Clerk,72144,14303.5,6017.5,33239.24,106031.24
28594,John Hughes,Principal Clerk,5318.31,965.36,630.03,2108.23,9890.74
30716,Justin Schaefer,Principal Clerk,72144,14515.18,5459.13,32892.55,106764.55
30787,Lisa Davis,Principal Clerk,67008.92,13191.65,5431.77,31541.67,98618.77
30875,Eric Hernandez,Principal Clerk,72144,14387.85,5935.65,33241.74,107317.44
35002,Stephanie Webb,Principal Clerk,66645.89,13115.77,5271.94,31305.95,97951.84
36779,Jodi Fields,Principal Clerk,72144,14176.15,5903.74,32998.13,105142.13
37158,Jessica Pierce,Principal Clerk,72144,14303.5,5778.48,33000.22,105842.62
39702,Janet Carter,Principal Clerk,66892.2,13050.66,5948.17,30883.38,102889.12
4048,Jennifer Dixon,Principal Clerk,72144,14176.15,5444.27,32538.66,104682.66
40949,Kelsey Scott,Principal Clerk,72093.9,14165.47,5459.26,32534.01,104627.91
41160,James Wolfe,Principal Clerk,60462.02,11898.9,4833.82,29650.97,90112.99
41794,Joseph Boone,Principal Clerk,66355.51,13249.59,5097.8,31265.63,99064.26
43003,Ronnie Schwartz,Principal Clerk,69901.88,13819.76,5801.61,31585.52,101487.4
44801,Peter Murphy,Principal Clerk,72144,14176.15,6163.83,33258.22,108049.17
45107,Terry Walker,Principal Clerk,65132.98,12823.59,5168.81,29655.24,94788.22
47436,Matthew Davis,Principal Clerk,72144,14303.5,5773.88,32995.62,105787.63
47790,Kimberly Zavala,Principal Clerk,62222.04,12425.28,5154.87,30498.4,93936.91
48044,Julie Bates,Principal Clerk,38358.89,7291.04,3210.81,17370.47,56073.85
48573,Joshua Walker,Principal Clerk,72144,14387.85,6068.69,33374.78,107901.38
48746,James Wright,Principal Clerk,71878.32,14332.95,6019.05,33270.25,106108.57
50643,Michael Mcdowell,Principal Clerk,72144,14363.5,5963.55,33245.29,106800.19
52829,Taylor Moore,Principal Clerk,36943.3,7827.02,2947.05,18429.32,55401.48
6343,Larry Downs,Principal Clerk,72144,14364.74,6042.15,33325.14,106429.14
7150,Chelsea Vaughn,Principal Clerk,13360,2432.85,1072.98,5898.09,19258.09
7260,Amanda Valdez,Principal Clerk,72144,14303.5,6017.5,33239.24,106031.25
9325,Andrea Edwards,Principal Clerk,65771.06,13140.79,5593.24,31487.81,99944.77
23995,Paul Hill,Chief Clerk,82728,16301.86,6582.61,35802.71,118746.71
25609,Ruth Hebert,Chief Clerk,70472,13642.82,5845.33,30492.58,100964.58
26488,Katie Lowe,Chief Clerk,82728,16467.48,6905.35,36291.08,120099.08
40447,Charles Morris,Chief Clerk,82728.02,16467.48,6851.23,36236.95,120044.97
45319,Crystal Webb,Chief Clerk,45500.4,0,3522.65,10627.69,56128.09
13240,Jennifer Carter,Senior Clerk Typist,64134.4,12880.59,5973.2,31772.04,97634.44
14950,Lisa Curry,Senior Clerk Typist,63107.16,12527.73,5548.09,30994.06,99139.61
16316,Damon Vaughan,Senior Clerk Typist,60102.04,11937.33,5013.98,29869.55,90619.6
16765,Katie Conner,Senior Clerk Typist,60102.01,11809.84,5573.31,30301.39,98284.84
17012,Dominic Coleman,Senior Clerk Typist,63902.09,12620.01,5271.14,30766.03,95944.53
20140,Nathaniel Roberts,Senior Clerk Typist,63107.11,12400.37,5297.15,30615.77,99244.77
21737,Michael Calderon,Senior Clerk Typist,28656.23,5264.94,3257.24,14024.4,54206.63
29713,Jennifer Baker,Senior Clerk Typist,58633.89,11561.85,4871.8,28436.19,88050.82
44543,Joel Mcconnell,Senior Clerk Typist,64379.34,12713.61,4929.88,30561.73,96528.71
51635,Brent Davis,Senior Clerk Typist,60102.1,11937.33,4963.97,29819.54,90569.64
41529,Jane Collins,Secretary 1,61303.73,12112.37,5196.55,30227.16,93338.23
23819,Sarah Hamilton,Secretary 2,69599.12,13746.98,5792.02,32243.26,103428.27
7150,David Potter,Secretary 2,56690.94,11379.99,4603.41,26509.38,83728.32
49719,James Bailey,Senior Account Clerk,65448.1,12860.45,5266.32,31045.01,96493.11
51608,Michael Goodwin,Sr Microphoto/Imaging Tech,67997.98,13308.04,5956.9,32183.18,104743.12
40420,Timothy Williams,Management Assistant,12633.6,2300.59,1022.69,5619.85,18253.45
17863,Amanda Hardin,Cashier 2,58644.01,11650.78,4861.31,29430.33,89071.05
40961,Judy Patel,Cashier 2,50718.35,11470.64,4117.3,28506.18,79224.53
14053,Cynthia Spencer,Chief Building Inspector,134061.02,26966.37,9832.31,49716.92,190479.76
25234,Monica Doyle,Chief Building Inspector,89574.03,18693.88,6160.51,33466.56,127518.62
31368,Monique Deleon,Chief Building Inspector,89574.01,18693.83,6169.02,33475.02,127526.9
37258,Erik Moore,Chief Building Inspector,130280.86,26023.17,9747.13,47731.64,184526.21
40669,Stephanie Collins,Chief Building Inspector,89574,18693.81,6296.35,33602.32,127654.2
12190,Amy Johnson,Building Inspector,110296.53,21866.18,9074.2,43858.62,157956.82
13141,Theresa Rodriguez,Building Inspector,61456.1,12530.12,4957.49,26099.78,87555.88
15766,Melanie Baker,Building Inspector,64971.1,13570.64,5042.02,27703.28,94752.4
16546,Chelsea Walters,Building Inspector,110296.52,22186.33,9439.02,44543.59,162258.95
17247,Amanda Perez,Building Inspector,110296.52,22186.33,9101.12,44205.69,160889.02
18597,David Phillips,Building Inspector,41551.76,8608.37,3640.2,17106.67,60736.16
19311,Brandon Boyd,Building Inspector,110296.55,22186.33,9580.29,44684.86,170710.03
19326,Jessica Parker,Building Inspector,110296.52,22186.33,9392.92,44497.49,160309.55
20032,Drew Simpson,Building Inspector,104137.52,20981.02,9050.15,42231.73,152311.84
20436,Jasmine Mclean,Building Inspector,110296.53,22186.29,9399.64,44504.17,160316.1
21512,Donna Walker,Building Inspector,110296.55,22186.32,9403.55,44508.11,160320.14
21579,Scott Warner,Building Inspector,110296.5,21129.78,9217.57,43265.59,161423.13
21937,Peter Boyd,Building Inspector,110296.51,22186.33,9032.29,44136.86,159948.92
22207,Brandon Brown,Building Inspector,110296.53,21763.62,8959.03,43640.89,157246.43
23272,Catherine Olson,Building Inspector,25701.42,4642.72,2199.86,9866.16,36081.42
23441,Dillon Scott DDS,Building Inspector,110296.5,21869.18,9379.25,44166.67,158322.78
2511,Margaret Rivera,Building Inspector,110296.53,21552.12,9273.84,43744.2,156245.9
25181,Trevor Carlson,Building Inspector,110296.53,21129.78,9385.22,43433.24,159098.46
25979,Grant Wilkins,Building Inspector,20268,4537.2,1704.85,9112.78,30394.18
26053,Brenda Martin,Building Inspector,110296.52,21552.1,9455.78,43926.12,156427.77
26066,James Hawkins,Building Inspector,110296.57,21451.4,8768.24,43137.88,155607.8
27251,Ann Daniels,Building Inspector,110296.55,22186.33,9417.6,44522.17,163974.12
28418,Thomas Hernandez,Building Inspector,114779.8,22630.67,9483.24,45032.15,169845.77
28463,Melissa Brown,Building Inspector,110296.51,21552.11,9455.92,43926.27,162635.48
2856,Robert Valentine,Building Inspector,73693.51,15233.19,6071.29,29916.65,108296.46
28660,Olivia Hernandez,Building Inspector,85660.51,16800.67,7579.67,34427.86,131441.1
29334,Sarah Bryant,Building Inspector,109803.41,22094.63,9390.85,44345.71,159639.94
29598,Donald Rhodes,Building Inspector,110296.51,21867.05,9345.67,44130.96,158628.02
33160,Faith Cummings,Building Inspector,89938.46,17303.56,7454.96,34806.04,127442.46
33172,Joseph Webb,Building Inspector,110296.51,21552.1,9378.41,43848.75,159057.4
33837,Shannon Sanders,Building Inspector,110296.54,21129.78,9311.3,43359.32,156335.06
37654,Mr. Robert Ross DVM,Building Inspector,97982.11,19209.55,8242.25,38921.35,138364.72
39544,Tyler Salazar,Building Inspector,110296.5,22186.33,9406.66,44511.23,160323.26
40695,Brandon Baker,Building Inspector,105414.02,21144.21,9130.32,42475.09,153160.02
4103,Kristin Gross,Building Inspector,20395.25,4565.61,1700.8,9017.52,30432.28
43822,Victoria Mann,Building Inspector,51240.03,9528.36,4264.55,19534.35,73998.26
43933,Brian Dudley,Building Inspector,96340.3,18249.39,7624.94,37165.42,135163.03
4405,Jamie Fox,Building Inspector,70745.9,14314.04,5732.3,28610.66,99746.64
45068,Hannah Porter,Building Inspector,57691.08,12224.64,5400.13,24360.49,84936.29
45849,Michael Campbell,Building Inspector,30326.1,5531.86,2461.22,11560.73,42796.58
45882,Kathryn Shepherd,Building Inspector,110296.56,22186.25,9652.94,44757.43,179034.06
4625,Michelle Lewis,Building Inspector,108263.01,20769.64,9088.35,42537,153776.96
46453,Michael Garcia,Building Inspector,20268,4321.14,1625.48,8817.35,29085.35
525,Roy Williams,Building Inspector,59770.3,12181.11,4847.66,25401.71,85172.01
5287,Jasmine Diaz,Building Inspector,64633.3,13103.44,5203.1,27349.32,91982.62
53093,Kevin Stone,Building Inspector,20335.01,3781.45,1749.73,7923.44,29275.44
53518,Antonio Melendez,Building Inspector,85660.57,16000.56,7007.64,33055.72,120175.32
56240,Scott Terry,Building Inspector,110296.53,22293.92,9396.97,44609.13,161168.01
56731,Joseph Wolfe,Building Inspector,110296.5,21129.78,9335.6,43383.62,159750.8
6641,Jessica Knox,Building Inspector,110296.52,22186.33,9408.14,44512.71,160324.75
9443,Destiny Walton,Building Inspector,57941.1,12478.97,4904.17,25516.85,86354.8
13684,Denise Berger,Senior Building Inspector,123532.79,24593.1,9867.34,47378.68,191288.66
21535,Dominique Matthews,Senior Building Inspector,28067.41,6135.89,2308.76,11411.07,40882.16
23138,Reginald Black DVM,Senior Building Inspector,121605.52,24461.14,9606.34,46985.72,175542.6
25234,Christopher Jones,Senior Building Inspector,42372.01,7879.32,3603.16,15788.56,60461.68
28660,Jennifer Ellis,Senior Building Inspector,27162,5937.96,1909.34,10718.03,40641.81
31368,Luis Rhodes,Senior Building Inspector,41230.38,7666.97,3576.96,15550.01,60266.68
33160,Jennifer Holland,Senior Building Inspector,27162,5824.74,1985.43,10680.9,38657.7
40669,Robert David,Senior Building Inspector,40356.01,7504.38,3455.56,15266.02,57639.83
53518,Nicholas Morales,Senior Building Inspector,27162,5655.12,2210.13,10735.98,38492.15
15237,Stephen Brown Jr.,Public Svc Aide-Public Works,26235.92,4074.64,2095.05,18196.82,44771.66
16943,David Jenkins,Public Svc Aide-Public Works,15829.81,1587.36,1240.09,10099.95,25929.76
18604,Michael Pennington,Public Svc Aide-Public Works,23425.56,3523.49,1840.08,16098.86,39811.26
39933,Robert Braun,Public Svc Aide-Public Works,27654.5,6297.82,2292.47,21269.3,49139.82
39937,Samantha Scott,Public Svc Aide-Public Works,4615.11,0,357.3,2482.52,7097.63
41961,Christopher Smith,Public Svc Aide-Public Works,27429.59,4567.67,2251.54,19396.57,47468.57
42902,William Davis,Public Svc Aide-Public Works,490.93,101.67,38.59,366.34,857.27
45063,Eric Guerrero,Public Svc Aide-Public Works,27204.44,4076,2172.69,18721.39,46294.39
46295,Susan Mckinney,Public Svc Aide-Public Works,10182.2,0,788.31,5477.16,15659.36
49609,Julie Marshall,Public Svc Aide-Public Works,24532.5,3644.2,2004.62,16892.48,42841.13
54103,John Ramirez,Public Svc Aide-Public Works,5015.7,0,404.23,2700.8,7716.5
54445,Michelle Harris,Public Svc Aide-Public Works,1870.2,0,148.19,1009.4,2923.43
52527,Michelle Lane,Heavy Equip Ops Asst Sprv,102007.5,20052.52,7934.61,40905.37,142912.87
52497,Christina Thornton DVM,Heavy Equipment Ops Sprv,107108.5,20519.63,8761.97,42199.85,149308.35
48226,Angela Chang,Asphalt Plant Supervisor 1,98339.5,19330.83,8198.99,40448.06,143560.11
20747,Kenneth Steele,"Operating Engineer, Universal",20077.71,3656.16,1752.17,8231.23,29999.8
22810,Jennifer Brown,"Operating Engineer, Universal",92293.5,18324.19,7741.58,38984.1,139010.08
29698,Monica Griffin,"Operating Engineer, Universal",92293.5,18142.5,7860.38,38921.13,140450.92
32291,Haley Cervantes,"Operating Engineer, Universal",91272.6,18068.97,8009.2,38852.97,136716.95
34184,Andrea Patterson,"Operating Engineer, Universal",49415.7,10340.49,4674.73,21904.92,79448.57
40033,Ms. Alyssa Thompson,"Operating Engineer, Universal",92293.5,18182.89,8510.63,39611.83,143031.24
50894,Dennis Long,"Operating Engineer, Universal",92293.51,18531.41,8880.11,40329.82,149485.7
51260,Kelly Hansen,"Operating Engineer, Universal",50682.5,10558.66,4524.81,22164.66,78390.09
53432,Christina Howell,"Operating Engineer, Universal",92293.5,18142.5,8174.39,39235.15,139457.74
53643,Sean Gonzales,"Operating Engineer, Universal",92293.5,18142.5,8190.71,39251.45,141678.32
56337,Terrance Barnes,"Operating Engineer, Universal",92293.5,18297.84,7635.84,38851.93,134254.98
55833,Monica Gonzales,Painter Supervisor 1,93454.55,18370.9,8011.45,39300.65,139403.66
14380,Kimberly Jensen,Painter,23542.71,0,1958.42,5845.89,30890.71
14762,Chad Jones,Painter,7201.8,0,569.57,569.57,7779.37
16389,Gabrielle Murphy,Painter,58524.79,9970.04,4587.06,24242.84,83249.73
1696,Holly Rogers,Painter,75092.24,14994.87,6084.92,33524.14,109979.03
17915,Maria Rogers,Painter,290.2,0,22.46,70.31,360.51
22776,Hector Tran,Painter,75046.04,14755.35,5876.65,33071.9,108396.94
23241,Shannon Silva,Painter,73290.74,14502.8,6114.44,32762.55,106447.29
24476,Bradley Adkins,Painter,48961.87,9632.82,3895.47,21650.07,72092.76
26670,Holly Rocha,Painter,13983.89,0,1129.64,3441.17,18032.2
27043,Kenneth Jones,Painter,53674.94,11089.26,4628.62,24611.22,81130.94
4023,Charles Jensen,Painter,77768.47,15624.1,6412.84,34925.39,115531.28
43585,Brian Torres,Painter,215.55,0,16.68,52.56,268.11
44414,Felicia Gardner,Painter,48920.61,10062.94,3816.48,21965.37,71018.98
26469,Taylor Mcdowell,Electrical Inspector,92121.85,19779.11,8683.96,39263.49,147382.03
20014,Shelby Riley,Electrician Supervisor 1,107582.02,20610.13,8691.99,42220.44,152649.25
34299,Elizabeth Hayes,Electrician Supervisor 1,107582.02,20610.13,8901.83,42430.3,150309.77
56221,Nicholas Calhoun,Electrician Supervisor 2,119757,22942.02,9353.85,45214.2,165096.58
10393,Daniel Mendoza,Electrician,70333.7,14221.99,5577.96,29321.24,100619.74
10688,Natasha Wilkerson,Electrician,92989.15,18452.71,7913.62,38973.63,135695.28
13355,James Adkins,Electrician,95232.13,19045.39,8000.76,39958.53,139839.1
15184,Sara Schmidt,Electrician,91472.34,18143.43,7655.98,38203.48,130635.82
32767,Sharon Booth,Electrician,84737,17016.27,7093.48,35592.71,124394.82
34434,Yolanda West,Electrician,20353.44,3728.21,2055.5,8555.76,33603.12
38823,Felicia Wolfe,Electrician,95276.04,18891.75,7997.31,39807.41,137646.7
40761,Robert Mcconnell,Electrician,40350.8,0,3178.86,8633.27,49693.13
44186,Christopher Marshall,Electrician,95276,18897.21,8268.22,40083.77,140341.52
44929,Patricia Hill,Electrician,95276,18759.38,7784.8,39462.43,135594.75
45736,Kristin Rivas,Electrician,95276,18934.56,7968.62,39821.49,136211.36
46533,Amanda Wise,Electrician,8782.5,0,679.94,1876.1,10658.6
48977,Danny Marsh,Electrician,8035.99,0,617.69,1712.18,9818.17
7239,Manuel Graves,Electrician,94771,18835.96,8056.93,39742.45,137250.07
8718,James Aguilar,Electrician,52059.3,10843.23,4407.22,22283.77,76965.54
926,Deborah Jones,Electrician,95100.35,18945.26,7722.83,39562.51,135924.86
56551,Darrell Garcia MD,Lighting Fixture Maint Worker,47647.29,9285.76,3482.13,23939.72,71819.01
10336,Adam Salazar,Bricklayer,73949.03,14919.01,6596.47,31794.18,111014.35
12030,Jessica Burns,Bricklayer,91627.26,18624.39,8552.05,39913.2,143800.54
45435,Linda Lloyd,Bricklayer,86037.6,17478.58,8595.07,38035,142909.21
47704,Ricky Gibson,Bricklayer,5995.5,1112,1219.75,2810.2,18220.73
53380,George Green,Bricklayer,87333.05,17591.46,7376.17,37112.34,127157.39
26697,Jennifer Brown,Tile Setter,4598.4,0,356.01,1121.55,5719.95
40315,Matthew Haley,Tile Setter,10281.18,1985.03,920.33,4611.11,14892.29
46306,Gary Hayden,Tile Setter,42402.18,904.86,3396.15,11316.42,55183.02
27880,Jorge Jones,Soft Floor Coverer,8301.6,0,658.21,1917.15,10419.03
31197,Samuel Cannon,Soft Floor Coverer,83978.35,16599.64,6981.97,36380.27,120868.54
34340,Leslie Mann,Soft Floor Coverer,5245.19,0,419.53,1214.95,6633.89
3937,Nicole Diaz PhD,Soft Floor Coverer,48926.1,916.48,3900.16,12259.61,62636.34
51486,Aaron Carey,Soft Floor Coverer,547.06,0,74.2,157.93,1116.3
23806,Audrey Peterson,Soft Floor Coverer Supvr I,104439.53,20340.9,7826.69,41085.86,147636.99
13745,Elizabeth Rodriguez,Engineer/Architect Principal,131331.2,25792.7,9538.41,44852.34,176183.54
25392,Tyler Fisher,Engineer/Architect Principal,177920,34084.81,10439.96,57443.02,235363.02
5388,Ryan Mccarty,Engineer/Architect Principal,177920,34084.81,10547.2,57550.27,235470.27
53157,Leslie Molina,IS Technician-Senior,44970.01,8236.07,3704.46,19117.33,64087.34
32983,Brandi Abbott,IS Administrator 1,41669.5,7710.51,3277.93,18643.69,60313.19
54410,Christopher Turner,IS Administrator 2,50965.5,9439.93,4042.28,21137.48,72102.98
56038,Kristine Payne,IS Administrator 2,47875.5,8860.03,3749.9,20265.18,68140.68
25498,Joshua Adams,IS Administrator 3,59199,10970.32,4869.25,23494.84,82693.84
44610,Paul Chase,IS Administrator 3,61559.52,11112.32,4692.75,23460.33,85019.85
16022,Jeremy Williams,IS Engineer-Journey,117339.51,22479.26,8661.84,44059.35,161398.86
25498,Meredith Evans,IS Engineer-Journey,43226.03,9015.05,3543.38,17342.97,60569
11312,Gina George,IS Engineer-Senior,0,0,396.03,397.93,397.93
19595,Gabriela Young,IS Engineer-Senior,4320,781.49,341.28,1124.67,5444.67
19576,John Rice,IS Engineer-Principal,152611.02,29207.91,10099.23,52225.39,204836.41
39093,Brandy Vasquez,IS Engineer-Principal,108947,21319.43,7507.93,38874.87,147821.87
44378,Jack Kelly,IS Engineer-Principal,139889.02,26799.25,9778.25,49495.75,189384.77
11131,Loretta Calderon,IS Business Analyst-Assistant,4842,1201.78,370.55,2529.25,7371.25
19672,Virginia Crawford,IS Business Analyst,19464,3544.38,1581.85,7996.95,27460.95
28619,Pamela Thompson,IS Business Analyst,5606,1391.4,424.99,2773.3,8379.3
5097,Isabel Pittman,IS Business Analyst,19464,3544.38,1605.61,8020.73,27484.73
19672,Howard Moore,IS Business Analyst-Senior,80076.4,16079.41,6410.72,32537.65,112614.05
21271,Evan Giles,IS Business Analyst-Senior,31926,5813.74,3613.75,13494.35,59757.94
25437,Ryan Young,IS Business Analyst-Senior,93189.02,17852.55,7717.06,36550.11,129739.13
5097,Monica Chaney,IS Business Analyst-Senior,76269.03,15314.96,6270.55,31633.04,107902.07
5228,Heidi Shields,IS Business Analyst-Senior,80076.4,16079.41,6428.28,32555.22,112631.62
54508,Brittany Johnson,IS Business Analyst-Senior,109144.18,20901.08,8922.75,42684.66,151828.84
11311,Jose Irwin,IS Business Analyst-Principal,74628.65,14368.2,6249.16,29953.18,107365.38
11784,Stephanie Rowe,IS Business Analyst-Principal,71652.23,4926.84,5621.54,19268.2,90920.43
17232,Jason Mills,IS Business Analyst-Principal,126072.56,24156.96,9682.44,46673.93,172746.49
18400,Jared Young,IS Business Analyst-Principal,126893.52,24309.71,9620.43,46848.37,173741.89
24572,Natalie Brooks,IS Business Analyst-Principal,126893.52,24309.7,9634.06,46862,173755.52
35371,Amber Pena,IS Business Analyst-Principal,126893.56,24309.73,9596.41,46824.38,173717.94
39093,Rachel Stewart,IS Business Analyst-Principal,28068,4970.82,2245.01,10086.55,38154.55
40443,Michael Ross,IS Business Analyst-Principal,126893.54,24309.71,9628.96,46856.93,173750.47
49256,David Rivera,IS Business Analyst-Principal,126893.5,24309.69,9619.03,46846.97,173740.47
54228,Jason Flores,IS Business Analyst-Principal,107993.51,20374.7,8536.12,39915.25,147908.76
21271,Kristen Mitchell,IS Programmer Analyst,17018.31,3099.04,1352.23,7322,24340.31
5228,Brian Montgomery,IS Programmer Analyst,17018.3,3099.04,1370.66,7340.41,24358.71
12979,Joseph Sampson,IS Programmer Analyst-Senior,38205.51,8136.55,3067.78,17424.23,55629.74
33294,Laurie Orr,IS Project Director,139886.43,26790.7,9898.28,49607.24,189493.67
47553,Anita Novak,IS Project Director,125171.03,24122.99,9552.26,45786.35,170957.38
48050,Cynthia Moore,IS Project Director,66009.27,11690.25,5337.7,22769.39,88778.66
51290,Brandon Jimenez,IS Project Director,139889.01,26799.24,9445.06,49162.54,189051.55
32983,Christina Bryant,IT Operations Support Admin II,28897.04,6160.88,2287.54,13711.4,42608.44
9815,Amanda Blankenship,IT Operations Support Admin II,4322,1072.72,333.83,2363.46,6685.46
53157,Donald Smith,IT Operations Support Admn III,38316.02,8169,3142.7,17053.15,55369.17
54410,Shaun Maldonado,IT Operations Support Admn III,3520,750.46,286.15,1515.06,5035.06
56038,Robert Ortega,IT Operations Support Admn III,33451,7131.74,2594.32,14989.04,48440.04
25498,Sandra Weaver,IT Operations Support Admin IV,4266,909.51,365.02,1752.98,6018.98
44610,Vicki James,IT Operations Support Admin IV,42691.01,9101.73,3285.78,17650.49,60341.5
54410,William Ferguson,IT Operations Support Admin IV,35525.5,7547.65,2767.51,15099.69,50625.19
12594,Jerry Weeks,Public Information Officer,46237.05,8758.07,3809.59,20151.55,66388.6
20939,Denise Horton,Public Information Officer,2418,600.15,187.2,1265.8,3683.8
53644,Karen Pratt,Public Information Officer,78945.04,15518.82,6295.03,34732.11,113677.15
11128,Jacob Zamora,Public Relations Officer,44587.55,8427.86,3761.34,18324.17,62911.72
11572,Angel Carpenter,Public Relations Officer,94102.52,18718.6,7750.83,39387.7,134610.22
41236,Bobby Wells,Public Relations Officer,94102.57,18797.89,7827.97,39544.12,135176.69
7258,Karen Gonzalez,Accountant Intern,8456,1802.8,667.07,4383.68,12839.68
16506,Ricky Castro,Accountant II,75374.76,14819.27,6616.67,34354.18,109728.94
47046,Rachel Frederick,Accountant II,25270.01,4601.7,2003.36,11389.6,36659.61
20505,Margaret Hernandez,Accountant III,87001.73,17563.61,6860.88,36133.57,124985.3
22024,Claudia Lewis PhD,Accountant III,95961.55,19285.77,7496.41,39700.42,137791.97
33931,Johnathan Brown,Accountant III,95961.54,18864.05,7776.02,39558.32,135519.86
37420,Juan Williamson,Accountant III,30762,0,2381.6,7405.36,38167.36
53944,Bruce Wright,Accountant III,32817,0,2540.69,7899.37,40716.37
19345,Kevin Williams,Accountant IV,11386.45,0,881.54,2212.23,13598.68
13226,Timothy Oconnell,Senior Administrative Analyst,99770.56,19612.06,8219.94,40750.25,140520.81
2575,Melanie Monroe,Senior Administrative Analyst,59976,12296.67,4870.73,25301.1,85277.1
25970,Crystal Banks,Senior Administrative Analyst,104483.23,20542.47,8499.19,41959.92,146443.15
34450,Mrs. Danielle Lewis,Senior Administrative Analyst,99770.5,19612.02,8215.2,40745.46,140515.96
35514,Aaron Carter,Senior Administrative Analyst,97992.96,19288.35,7941.27,40147.84,138140.8
51861,William Crawford,Senior Administrative Analyst,99770.54,19612.04,8158.32,40688.59,140459.13
52289,Rachel Cunningham,Senior Administrative Analyst,79374.82,15732.29,6883.38,34358.96,113733.78
656,Joel Chan,Senior Administrative Analyst,72725.64,13763.07,5849.61,28703.3,101428.94
